Account_ID,Customer_ID,Account_Type,Account_Status,Open_Date,Close_Date
ACC205400184,205400184,Savings,Active,2/24/2020,
ACC205400185,205400185,Current,Active,4/28/2022,
ACC205400186,205400186,Savings,Active,3/21/2022,
ACC205400187,205400187,Current,Active,11/10/2019,
ACC205400188,205400188,Savings,Active,6/19/2021,
ACC205400189,205400189,Current,Active,7/6/2019,
ACC205400190,205400190,Current,Active,6/1/2023,
ACC205400191,205400191,Savings,Active,10/4/2022,
ACC205400192,205400192,Savings,Active,4/5/2019,
ACC205400193,205400193,Savings,Active,5/24/2019,
ACC205400194,205400194,Savings,Active,10/29/2021,
ACC205400195,205400195,Current,Active,2/26/2021,
ACC205400196,205400196,Savings,Active,8/17/2021,
ACC205400197,205400197,Savings,Active,8/4/2019,
ACC205400198,205400198,Current,Active,8/31/2020,
ACC205400199,205400199,Current,Active,1/1/2018,
ACC205400200,205400200,Current,Active,6/25/2018,
ACC205400201,205400201,Savings,Active,9/10/2021,
ACC205400202,205400202,Savings,Active,4/26/2020,
ACC205400203,205400203,Savings,Active,8/20/2023,
ACC205400204,205400204,Savings,Active,10/17/2022,
ACC205400205,205400205,Current,Active,11/15/2021,
ACC205400206,205400206,Current,Active,12/8/2019,
ACC205400207,205400207,Current,Active,10/11/2022,
ACC205400208,205400208,Savings,Active,10/29/2019,
ACC205400209,205400209,Savings,Active,10/12/2020,
ACC205400210,205400210,Savings,Active,3/24/2020,
ACC205400211,205400211,Current,Active,1/27/2023,
ACC205400212,205400212,Current,Active,5/6/2020,
ACC205400213,205400213,Savings,Active,11/30/2019,
ACC205400214,205400214,Current,Active,1/17/2023,
ACC205400215,205400215,Current,Active,6/24/2020,
ACC205400216,205400216,Current,Active,10/19/2023,
ACC205400217,205400217,Current,Active,5/20/2023,
ACC205400218,205400218,Savings,Active,11/16/2023,
ACC205400219,205400219,Savings,Active,5/22/2020,
ACC205400220,205400220,Current,Active,5/26/2022,
ACC205400221,205400221,Savings,Active,11/12/2020,
ACC205400222,205400222,Savings,Active,4/8/2021,
ACC205400223,205400223,Current,Active,8/4/2023,
ACC205400224,205400224,Current,Active,9/5/2021,
ACC205400225,205400225,Savings,Active,3/25/2019,
ACC205400226,205400226,Savings,Active,5/17/2019,
ACC205400227,205400227,Savings,Active,1/2/2019,
ACC205400228,205400228,Savings,Active,12/24/2021,
ACC205400229,205400229,Current,Active,3/23/2019,
ACC205400230,205400230,Current,Active,11/16/2023,
ACC205400231,205400231,Current,Active,9/2/2020,
ACC205400232,205400232,Savings,Active,12/22/2018,
ACC205400233,205400233,Current,Active,12/26/2018,
ACC205400234,205400234,Savings,Active,6/14/2018,
ACC205400235,205400235,Current,Active,4/27/2021,
ACC205400236,205400236,Savings,Active,1/5/2023,
ACC205400237,205400237,Current,Active,11/20/2022,
ACC205400238,205400238,Savings,Active,2/5/2019,
ACC205400239,205400239,Savings,Active,11/10/2020,
ACC205400240,205400240,Savings,Active,5/24/2021,
ACC205400241,205400241,Savings,Active,7/22/2018,
ACC205400242,205400242,Current,Active,7/19/2020,
ACC205400243,205400243,Savings,Active,2/4/2022,
ACC205400244,205400244,Current,Active,3/14/2023,
ACC205400245,205400245,Savings,Active,1/30/2020,
ACC205400246,205400246,Current,Active,1/26/2022,
ACC205400247,205400247,Savings,Active,10/28/2020,
ACC205400248,205400248,Current,Active,8/16/2020,
ACC205400249,205400249,Savings,Active,5/18/2020,
ACC205400250,205400250,Savings,Active,11/11/2022,
ACC205400251,205400251,Savings,Active,6/9/2023,
ACC205400252,205400252,Savings,Active,2/11/2019,
ACC205400253,205400253,Current,Active,5/31/2022,
ACC205400254,205400254,Savings,Active,5/29/2023,
ACC205400255,205400255,Savings,Active,4/28/2023,
ACC205400256,205400256,Current,Active,1/2/2021,
ACC205400257,205400257,Savings,Active,11/25/2021,
ACC205400258,205400258,Savings,Active,9/30/2020,
ACC205400259,205400259,Savings,Active,10/9/2023,
ACC205400260,205400260,Current,Active,7/20/2020,
ACC205400261,205400261,Current,Active,12/2/2022,
ACC205400262,205400262,Current,Active,12/12/2019,
ACC205400263,205400263,Savings,Active,10/6/2023,
ACC205400264,205400264,Current,Active,1/10/2023,
ACC205400265,205400265,Savings,Active,7/22/2021,
ACC205400266,205400266,Savings,Active,9/29/2022,
ACC205400267,205400267,Savings,Active,11/25/2023,
ACC205400268,205400268,Current,Active,9/27/2018,
ACC205400269,205400269,Savings,Active,11/20/2022,
ACC205400270,205400270,Savings,Active,6/22/2019,
ACC205400271,205400271,Current,Active,5/30/2023,
ACC205400272,205400272,Savings,Active,10/12/2023,
ACC205400273,205400273,Savings,Active,3/9/2018,
ACC205400274,205400274,Savings,Active,4/22/2018,
ACC205400275,205400275,Current,Active,10/21/2020,
ACC205400276,205400276,Current,Active,2/21/2022,
ACC205400277,205400277,Current,Active,9/14/2018,
ACC205400278,205400278,Savings,Active,4/7/2021,
ACC205400279,205400279,Current,Active,12/24/2020,
ACC205400280,205400280,Current,Active,1/10/2021,
ACC205400281,205400281,Current,Active,9/20/2018,
ACC205400282,205400282,Current,Active,8/3/2020,
ACC205400283,205400283,Current,Active,8/24/2020,
ACC205400284,205400284,Savings,Active,6/7/2020,
ACC205400285,205400285,Current,Active,12/29/2023,
ACC205400286,205400286,Savings,Active,11/4/2018,
ACC205400287,205400287,Current,Active,11/11/2021,
ACC205400288,205400288,Savings,Active,6/29/2018,
ACC205400289,205400289,Savings,Active,5/20/2022,
ACC205400290,205400290,Savings,Active,7/21/2018,
ACC205400291,205400291,Savings,Active,5/6/2021,
ACC205400292,205400292,Current,Active,6/3/2018,
ACC205400293,205400293,Savings,Active,12/27/2018,
ACC205400294,205400294,Current,Active,8/3/2022,
ACC205400295,205400295,Current,Active,1/18/2019,
ACC205400296,205400296,Current,Active,2/27/2018,
ACC205400297,205400297,Current,Active,11/22/2020,
ACC205400298,205400298,Savings,Active,6/27/2019,
ACC205400299,205400299,Current,Active,7/25/2021,
ACC205400300,205400300,Savings,Active,3/26/2021,
ACC205400301,205400301,Savings,Active,2/19/2021,
ACC205400302,205400302,Savings,Active,1/21/2022,
ACC205400303,205400303,Savings,Active,1/28/2019,
ACC205400304,205400304,Savings,Active,5/5/2023,
ACC205400305,205400305,Savings,Active,1/15/2021,
ACC205400306,205400306,Current,Active,7/21/2019,
ACC205400307,205400307,Savings,Active,4/8/2020,
ACC205400308,205400308,Current,Active,10/21/2020,
ACC205400309,205400309,Current,Active,1/2/2022,
ACC205400310,205400310,Savings,Active,10/27/2021,
ACC205400311,205400311,Savings,Active,10/29/2018,
ACC205400312,205400312,Savings,Active,7/2/2019,
ACC205400313,205400313,Savings,Active,9/19/2018,
ACC205400314,205400314,Current,Active,7/8/2022,
ACC205400315,205400315,Savings,Active,8/3/2019,
ACC205400316,205400316,Current,Active,4/26/2023,
ACC205400317,205400317,Savings,Active,12/8/2018,
ACC205400318,205400318,Current,Active,11/2/2020,
ACC205400319,205400319,Savings,Active,2/9/2019,
ACC205400320,205400320,Savings,Active,5/13/2019,
ACC205400321,205400321,Savings,Active,2/16/2019,
ACC205400322,205400322,Current,Active,12/18/2019,
ACC205400323,205400323,Current,Active,4/28/2020,
ACC205400324,205400324,Savings,Active,7/22/2021,
ACC205400325,205400325,Savings,Active,12/29/2018,
ACC205400326,205400326,Current,Active,10/19/2018,
ACC205400327,205400327,Current,Active,2/18/2020,
ACC205400328,205400328,Savings,Active,10/26/2021,
ACC205400329,205400329,Savings,Active,11/19/2020,
ACC205400330,205400330,Savings,Active,1/7/2021,
ACC205400331,205400331,Savings,Active,2/15/2019,
ACC205400332,205400332,Current,Active,5/22/2019,
ACC205400333,205400333,Current,Active,12/8/2019,
ACC205400334,205400334,Current,Active,2/24/2020,
ACC205400335,205400335,Savings,Active,10/1/2023,
ACC205400336,205400336,Current,Active,9/15/2018,
ACC205400337,205400337,Savings,Active,9/10/2018,
ACC205400338,205400338,Savings,Active,8/9/2021,
ACC205400339,205400339,Savings,Active,3/2/2020,
ACC205400340,205400340,Savings,Active,4/7/2022,
ACC205400341,205400341,Savings,Active,5/16/2019,
ACC205400342,205400342,Savings,Active,11/20/2018,
ACC205400343,205400343,Savings,Active,6/22/2018,
ACC205400344,205400344,Current,Active,11/20/2021,
ACC205400345,205400345,Current,Active,11/10/2018,
ACC205400346,205400346,Current,Active,4/5/2021,
ACC205400347,205400347,Current,Active,2/12/2021,
ACC205400348,205400348,Savings,Active,7/2/2022,
ACC205400349,205400349,Savings,Active,9/11/2020,
ACC205400350,205400350,Current,Active,6/4/2023,
ACC205400351,205400351,Current,Active,5/26/2021,
ACC205400352,205400352,Savings,Active,8/13/2019,
ACC205400353,205400353,Current,Active,8/3/2020,
ACC205400354,205400354,Savings,Active,4/13/2022,
ACC205400355,205400355,Current,Active,6/20/2018,
ACC205400356,205400356,Current,Active,12/9/2020,
ACC205400357,205400357,Current,Active,2/22/2021,
ACC205400358,205400358,Savings,Active,6/18/2018,
ACC205400359,205400359,Current,Active,2/5/2022,
ACC205400360,205400360,Current,Active,5/6/2018,
ACC205400361,205400361,Current,Active,12/16/2023,
ACC205400362,205400362,Savings,Active,4/27/2021,
ACC205400363,205400363,Savings,Active,11/3/2019,
ACC205400364,205400364,Current,Active,12/30/2020,
ACC205400365,205400365,Savings,Active,5/27/2018,
ACC205400366,205400366,Savings,Active,11/21/2021,
ACC205400367,205400367,Current,Active,7/4/2022,
ACC205400368,205400368,Savings,Active,4/12/2020,
ACC205400369,205400369,Current,Active,4/5/2021,
ACC205400370,205400370,Current,Active,12/3/2022,
ACC205400371,205400371,Savings,Active,5/11/2019,
ACC205400372,205400372,Current,Active,10/27/2023,
ACC205400373,205400373,Current,Active,10/23/2023,
ACC205400374,205400374,Current,Active,3/17/2020,
ACC205400375,205400375,Current,Active,2/15/2021,
ACC205400376,205400376,Savings,Active,11/29/2018,
ACC205400377,205400377,Savings,Active,6/8/2018,
ACC205400378,205400378,Current,Active,10/12/2020,
ACC205400379,205400379,Current,Active,10/16/2022,
ACC205400380,205400380,Current,Active,12/18/2022,
ACC205400381,205400381,Savings,Active,1/9/2022,
ACC205400382,205400382,Current,Active,3/26/2023,
ACC205400383,205400383,Savings,Active,1/14/2022,
ACC205400384,205400384,Savings,Active,9/18/2018,
ACC205400385,205400385,Current,Active,12/17/2019,
ACC205400386,205400386,Current,Active,9/8/2020,
ACC205400387,205400387,Current,Active,10/27/2022,
ACC205400388,205400388,Savings,Active,8/21/2021,
ACC205400389,205400389,Current,Active,1/17/2018,
ACC205400390,205400390,Savings,Active,7/5/2020,
ACC205400391,205400391,Savings,Active,5/24/2018,
ACC205400392,205400392,Current,Active,10/17/2018,
ACC205400393,205400393,Savings,Active,9/12/2018,
ACC205400394,205400394,Savings,Active,2/17/2023,
ACC205400395,205400395,Current,Active,8/26/2021,
ACC205400396,205400396,Current,Active,9/25/2022,
ACC205400397,205400397,Current,Active,10/20/2023,
ACC205400398,205400398,Savings,Active,2/2/2020,
ACC205400399,205400399,Savings,Active,2/7/2020,
ACC205400400,205400400,Current,Active,1/9/2020,
ACC205400401,205400401,Current,Active,6/20/2018,
ACC205400402,205400402,Savings,Active,4/6/2023,
ACC205400403,205400403,Savings,Active,4/28/2019,
ACC205400404,205400404,Savings,Active,11/15/2018,
ACC205400405,205400405,Current,Active,9/5/2023,
ACC205400406,205400406,Current,Active,12/28/2022,
ACC205400407,205400407,Savings,Active,5/2/2019,
ACC205400408,205400408,Current,Active,11/11/2023,
ACC205400409,205400409,Savings,Active,4/30/2020,
ACC205400410,205400410,Savings,Active,5/4/2020,
ACC205400411,205400411,Current,Active,11/28/2022,
ACC205400412,205400412,Savings,Active,9/19/2021,
ACC205400413,205400413,Savings,Active,6/27/2023,
ACC205400414,205400414,Current,Active,5/10/2020,
ACC205400415,205400415,Current,Active,2/11/2021,
ACC205400416,205400416,Savings,Active,12/17/2018,
ACC205400417,205400417,Savings,Active,12/31/2023,
ACC205400418,205400418,Savings,Active,7/5/2021,
ACC205400419,205400419,Current,Active,7/8/2020,
ACC205400420,205400420,Savings,Active,11/23/2021,
ACC205400421,205400421,Savings,Active,8/24/2020,
ACC205400422,205400422,Savings,Active,8/4/2018,
ACC205400423,205400423,Savings,Active,2/6/2018,
ACC205400424,205400424,Current,Active,1/13/2023,
ACC205400425,205400425,Current,Active,6/3/2018,
ACC205400426,205400426,Savings,Active,6/2/2021,
ACC205400427,205400427,Savings,Active,9/18/2018,
ACC205400428,205400428,Savings,Active,7/11/2023,
ACC205400429,205400429,Current,Active,8/28/2019,
ACC205400430,205400430,Savings,Active,9/21/2019,
ACC205400431,205400431,Current,Active,6/10/2020,
ACC205400432,205400432,Current,Active,10/14/2022,
ACC205400433,205400433,Savings,Active,10/12/2021,
ACC205400434,205400434,Savings,Active,10/22/2019,
ACC205400435,205400435,Savings,Active,9/18/2022,
ACC205400436,205400436,Savings,Active,1/20/2020,
ACC205400437,205400437,Savings,Active,11/9/2023,
ACC205400438,205400438,Current,Active,10/20/2019,
ACC205400439,205400439,Current,Active,2/17/2020,
ACC205400440,205400440,Savings,Active,10/21/2020,
ACC205400441,205400441,Current,Active,12/20/2021,
ACC205400442,205400442,Savings,Active,3/26/2019,
ACC205400443,205400443,Savings,Active,12/1/2018,
ACC205400444,205400444,Current,Active,8/18/2022,
ACC205400445,205400445,Current,Active,1/31/2021,
ACC205400446,205400446,Savings,Active,5/28/2022,
ACC205400447,205400447,Current,Active,4/11/2021,
ACC205400448,205400448,Current,Active,9/5/2019,
ACC205400449,205400449,Current,Active,2/20/2022,
ACC205400450,205400450,Savings,Active,11/24/2023,
ACC205400451,205400451,Current,Active,3/27/2023,
ACC205400452,205400452,Current,Active,6/13/2020,
ACC205400453,205400453,Current,Active,5/23/2018,
ACC205400454,205400454,Current,Active,1/10/2023,
ACC205400455,205400455,Current,Active,10/1/2019,
ACC205400456,205400456,Current,Active,12/2/2022,
ACC205400457,205400457,Current,Active,9/29/2020,
ACC205400458,205400458,Current,Active,2/9/2022,
ACC205400459,205400459,Current,Active,10/19/2022,
ACC205400460,205400460,Savings,Active,5/7/2019,
ACC205400461,205400461,Current,Active,5/29/2022,
ACC205400462,205400462,Savings,Active,2/10/2020,
ACC205400463,205400463,Current,Active,7/6/2019,
ACC205400464,205400464,Savings,Active,4/23/2020,
ACC205400465,205400465,Current,Active,11/18/2018,
ACC205400466,205400466,Current,Active,5/23/2019,
ACC205400467,205400467,Savings,Active,10/15/2021,
ACC205400468,205400468,Savings,Active,11/20/2022,
ACC205400469,205400469,Savings,Active,1/4/2020,
ACC205400470,205400470,Current,Active,5/14/2021,
ACC205400471,205400471,Current,Active,2/24/2018,
ACC205400472,205400472,Savings,Active,12/17/2023,
ACC205400473,205400473,Savings,Active,1/2/2018,
ACC205400474,205400474,Savings,Active,1/17/2022,
ACC205400475,205400475,Savings,Active,3/24/2019,
ACC205400476,205400476,Savings,Active,3/4/2018,
ACC205400477,205400477,Current,Active,1/17/2022,
ACC205400478,205400478,Current,Active,12/4/2018,
ACC205400479,205400479,Current,Active,1/21/2021,
ACC205400480,205400480,Current,Active,3/30/2018,
ACC205400481,205400481,Savings,Active,7/2/2021,
ACC205400482,205400482,Savings,Active,12/15/2019,
ACC205400483,205400483,Savings,Active,5/16/2018,
ACC205400484,205400484,Savings,Active,1/6/2018,
ACC205400485,205400485,Current,Active,4/2/2020,
ACC205400486,205400486,Current,Active,6/11/2023,
ACC205400487,205400487,Savings,Active,1/2/2022,
ACC205400488,205400488,Savings,Active,1/19/2020,
ACC205400489,205400489,Savings,Active,11/25/2020,
ACC205400490,205400490,Savings,Active,11/3/2022,
ACC205400491,205400491,Current,Active,7/5/2023,
ACC205400492,205400492,Savings,Active,5/30/2023,
ACC205400493,205400493,Savings,Active,11/20/2021,
ACC205400494,205400494,Current,Active,4/28/2020,
ACC205400495,205400495,Current,Active,5/21/2018,
ACC205400496,205400496,Savings,Active,8/1/2021,
ACC205400497,205400497,Savings,Active,3/27/2021,
ACC205400498,205400498,Savings,Active,12/1/2023,
ACC205400499,205400499,Savings,Active,12/10/2021,
ACC205400500,205400500,Savings,Active,11/30/2021,
ACC205400501,205400501,Current,Active,3/13/2022,
ACC205400502,205400502,Current,Active,2/4/2020,
ACC205400503,205400503,Current,Active,6/3/2021,
ACC205400504,205400504,Savings,Active,3/28/2018,
ACC205400505,205400505,Savings,Active,4/3/2023,
ACC205400506,205400506,Current,Active,4/18/2023,
ACC205400507,205400507,Current,Active,7/28/2022,
ACC205400508,205400508,Current,Active,7/17/2022,
ACC205400509,205400509,Savings,Active,3/20/2021,
ACC205400510,205400510,Current,Active,3/26/2022,
ACC205400511,205400511,Current,Active,7/10/2022,
ACC205400512,205400512,Current,Active,3/19/2019,
ACC205400513,205400513,Savings,Active,7/31/2019,
ACC205400514,205400514,Savings,Active,11/23/2022,
ACC205400515,205400515,Current,Active,2/15/2020,
ACC205400516,205400516,Current,Active,2/13/2020,
ACC205400517,205400517,Current,Active,10/6/2018,
ACC205400518,205400518,Current,Active,6/14/2023,
ACC205400519,205400519,Current,Active,2/17/2018,
ACC205400520,205400520,Current,Active,6/25/2022,
ACC205400521,205400521,Current,Active,8/15/2020,
ACC205400522,205400522,Savings,Active,10/18/2022,
ACC205400523,205400523,Savings,Active,4/3/2020,
ACC205400524,205400524,Current,Active,3/14/2018,
ACC205400525,205400525,Savings,Active,1/16/2021,
ACC205400526,205400526,Current,Active,5/27/2022,
ACC205400527,205400527,Savings,Active,12/9/2019,
ACC205400528,205400528,Savings,Active,9/23/2018,
ACC205400529,205400529,Savings,Active,7/5/2019,
ACC205400530,205400530,Savings,Active,12/7/2020,
ACC205400531,205400531,Savings,Active,10/13/2023,
ACC205400532,205400532,Savings,Active,7/18/2018,
ACC205400533,205400533,Savings,Active,5/18/2022,
ACC205400534,205400534,Savings,Active,6/18/2018,
ACC205400535,205400535,Savings,Active,7/28/2018,
ACC205400536,205400536,Savings,Active,5/1/2019,
ACC205400537,205400537,Current,Active,8/18/2020,
ACC205400538,205400538,Current,Active,10/8/2023,
ACC205400539,205400539,Savings,Active,8/23/2023,
ACC205400540,205400540,Savings,Active,6/18/2020,
ACC205400541,205400541,Current,Active,8/27/2022,
ACC205400542,205400542,Savings,Active,10/25/2020,
ACC205400543,205400543,Savings,Active,7/12/2019,
ACC205400544,205400544,Savings,Active,10/9/2022,
ACC205400545,205400545,Savings,Active,4/23/2022,
